GO Categories,Gene Symbol,Normals_NB.MYCN.A_logFC_mean,Normals_NB.MYCN.NA_logFC_mean,Normals_NB.Unknown_logFC_mean,Normals_NB.MYCN.A_PValue_mean,Normals_NB.MYCN.NA_PValue_mean,Normals_NB.Unknown_PValue_mean,Normals_NB.MYCN.A_FDR_mean,Normals_NB.MYCN.NA_FDR_mean,Normals_NB.Unknown_FDR_mean
GO:0005795:Golgi stack,"CLN3, GOLGB1, LPCAT2, MGAT4B, RAB14, SULF1, SULF2, TMBIM4",-0.21080854885710965,-0.18000974418933105,-0.12264013725686002,0.11429127952730743,0.09073958843771,0.14683806459561535,0.17176978473986432,0.1444746334034441,0.28727668836807996
GO:0005796:Golgi lumen,"ABCC5, ACAN, AGRN, APP, BCAN, BGN, CSPG4, CSPG5, DAG1, F10, F2, F7, F9, FURIN, GAS6, GOLIM4, GPC1, GPC2, GPC3, GPC4, GPC5, GPC6, HSPG2, LRPAP1, MMP11, MMP14, MMP16, MUC1, MUC12, MUC13, MUC15, MUC16, MUC19, MUC4, MUC5B, MUC6, NCAN, PCSK5, PCSK6, PODXL2, PROC, PROS1, PROZ, RHBDF2, SDC1, SDC2, SDC3, SDC4, TGFB1, UMOD, VCAN, WNT4, WNT5A, WNT5B",-1.2602475942803153,-1.2912624109263295,-1.3919450678196257,0.08305557731707236,0.022911729056962496,0.1553205014463906,0.1334777412498182,0.03946386980959713,0.2835863880545648
GO:0005797:Golgi medial cisterna,"B3GALT6, GOSR1, HLA-A, MAN2A1, TMEM59, YIPF1, YIPF2, YIPF6",-0.5393727219655001,-0.30300515326089134,-0.04167082692001586,0.1421712282918771,0.14176278953902255,0.2130269926576473,0.20719046437786154,0.18630272398851735,0.3405096357519441
GO:0005798:Golgi-associated vesicle,"ADAM10, APP, CHIC2, TYR",-0.13166419242623795,-0.2060902662756655,-0.0757468987737005,0.006104893286818463,0.04979982816584846,0.6603911238148112,0.015572102563591865,0.08681375870170933,0.9740328625423753
GO:0005801:cis-Golgi network,"B3GAT3, FKTN, GOLGB1, GOLIM4, GOSR1, KDELR1, KDELR2, KDELR3, LRPAP1, MAN2A1, MPPE1, SLC35C2, TMED10, TMED5, YIPF6",-0.4684076677011511,-0.5216247067861541,-0.3838080170483927,0.09417501709021103,0.10534940125761731,0.1787815674129187,0.1487901373547317,0.14547772933513542,0.29374566419942255
GO:0005802:trans-Golgi network,"ATG9A, ATG9B, ATP2C1, ATP7A, ATP7B, ATP8A1, ATP8B1, ATP8B2, ATP8B3, ATP8B4, ATP9A, ATP9B, BACE1, BACE2, CA4, CDH1, CHST1, CHST2, CHST3, CHST7, CLN3, CNST, FLNA, FURIN, FUT4, FUT9, GCNT1, GOLT1A, GPER1, GPR108, IGF2R, M6PR, MLANA, MME, MS4A6A, MS4A6E, MS4A7, NBEA, PCSK5, PCSK7, POSTN, PRKD1, RAB13, RAB14, RGS20, SCAMP1, SLC2A4, SLC39A9, SLC9A7, SMPD4, SNX9, SORL1, STX10, STX16, STX4, STX6, SYS1, SYT11, TGFBI, TGOLN2, VAMP2, VAMP4, WLS, YIPF1, YIPF2, YIPF4, YIPF5, YIPF6",-0.591959847883708,-0.5592119753466964,-0.33435158673355814,0.15036054215720682,0.12318070532728195,0.18079290420862754,0.21347201735618637,0.16520116918474162,0.3243240235998969
GO:0005811:lipid droplet,"ACSL3, ACSL4, ADIG, APOB, AQP10, AQP7, AUP1, BCAP31, BSCL2, CAV1, CKAP4, CLDN11, CLSTN3, DGAT2, DHRS3, EDA, GAPDH, GIMAP2, HSD3B7, LPCAT1, LPCAT2, PNPLA2, PNPLA7, RAB40A, RDH10, SCCPDH, SIGMAR1, SMPD1, SYNGR2, TMEM135, VPS13A",-0.8434659225385631,-0.7997451614975063,-0.8021331510936494,0.04913205207230636,0.013167169754695807,0.20110109399281628,0.07102350514823719,0.022443168455855304,0.32959699866202014
GO:0005813:centrosome,"AKAP11, ATF4, ATF5, BCL2L1, CALM3, CAMK2B, CDH23, CEP290, CEP55, CHODL, CLIC4, CSAG1, CTNNB1, CTSC, CYLD, DCAF12, DCTN1, DRD4, E2F1, EYS, GNAI1, GNAI2, GPAA1, HAUS7, HMBOX1, HNRNPU, HORMAD2, HOXB4, HSF1, ITGB6, JTB, KIF20B, KIF2C, MAP2K1, MAPRE1, MARCKS, MPHOSPH9, MTUS1, NFE2L2, NR3C1, OBSL1, ODF2, PAK1, PDE4B, PDE4D, PKHD1, PLAG1, PPP4C, PROCR, PSEN1, PSEN2, PTK2, RELB, RNF19A, SLC16A1, SLC18A2, SLC1A4, SLMAP, SMAD4, SMAD7, SORBS1, SPPL2B, STX1B, TAPT1, TGIF2, TMEM67, TMUB1, TP53, TTC28, YES1, ZBED1, ZNF322",-0.17240521452801455,-0.15346474128482035,-0.12172751583102141,0.12040816198367747,0.08598041148189933,0.17980258218525622,0.1668588413567002,0.11917843699995342,0.32537891632079907
GO:0005814:centriole,"CEP290, CEP55, DCTN1, INTU, MPHOSPH9, ODF2, SMO, TSGA10",0.9990137539659845,0.6237186580501373,0.42623398943123497,0.0017566128570500972,0.005741729284353426,0.16229150797519853,0.004875794884593328,0.01208826796518841,0.37087612678530274
GO:0005815:microtubule organizing center,"ABCA2, GLG1, LRP1, MAP4, MAPRE1, PAX2, SPAG8",-1.2508639978097607,-0.9582554493293289,-0.6797870803359579,0.14348515733995862,0.08360203071835269,0.15059675895490882,0.2423205342821511,0.12241719593759903,0.3354909598583492
GO:0005819:spindle,"BCL2L10, CYLD, DCTN1, E4F1, EMD, HSPB1, JTB, KIF2C, MAPRE1, MTUS1, MYH9, NR3C1, PTP4A1, SPAG8, STX1B, TTK",0.07344092501071564,0.15445798754126128,0.2289364572837446,0.20238456494059426,0.13196414674406542,0.3066097739240078,0.23954650153863616,0.18083560710690177,0.4232238384073012
GO:0005826:actomyosin contractile ring,MYH9,-0.598723673035274,-0.790388224559224,-0.885357319639302,0.0133359430546834,9.008198172866971e-09,0.0149531931455886,0.0351439024753761,4.19237513931333e-08,0.0675893055603303
GO:0005829:cytosol,"AAK1, ABCA12, ABCB4, ABCB6, ABCD1, ABCD2, ABCD3, ACACB, ACBD5, ACP1, ACTN1, ACVR1B, ADA, ADAM17, ADCY10, ADCY9, ADH6, ADK, ADRA1A, ADRA2B, ADRM1, AHR, AKAP1, AKAP11, ALDH3A2, AMBP, AMFR, AMOT, ANK1, ANK2, ANO6, ANO7, AP2B1, APOB, APP, AR, ARHGAP1, ARID3A, ARID4B, ARL6IP1, ARMCX3, ASB11, ATF4, ATF5, ATF6, ATF6B, ATIC, ATP6V0A1, ATP6V1C1, ATP7A, ATP8A1, ATP8B1, ATP8B2, B2M, B4GALT3, BACH1, BACH2, BAK1, BARX2, BATF3, BAX, BCAP31, BCL11A, BCL2, BCL2L1, BCL2L10, BCL2L2, BCL3, BCR, BEST1, BET1L, BMF, BRAF, C19orf12, C1orf43, C2CD2, CABYR, CACNB3, CACNB4, CALD1, CALR, CAMK2B, CAMK2D, CAMK2G, CAPN2, CASK, CASZ1, CCDC110, CCKAR, CCR2, CCS, CD109, CD151, CD163, CD1B, CD28, CD3G, CD44, CDK5R1, CEP290, CFTR, CH25H, CHODL, CHST2, CLCA2, CLCN5, CLDN20, CLEC5A, CLIC4, CLN3, CMTM3, CNEP1R1, CNOT1, CNOT4, COL21A1, COMT, COX10, COX4I1, CREB3, CREB3L1, CREB3L3, CRLF1, CRLF3, CRYAB, CSK, CTCFL, CTNNA2, CTNNB1, CTSH, CUBN, CUX1, CYB5A, CYLD, CYTH1, DAAM1, DAG1, DCAF12, DCC, DCT, DCTN1, DDIT3, DDX53, DENND1B, DENND4C, DENND5B, DGAT2, DGKA, DGKE, DHODH, DLG3, DLG4, DLX1, DMPK, DMTF1, DNAJB4, DNAJB8, DNAJC2, DNAJC5, DSG1, DSG3, DUOX2, DUOXA2, DUX4, E2F8, ECSCR, EFR3A, EI24, EIF2AK3, ELANE, ELF2, ELF3, ELK4, EMD, ENDOD1, ENOX2, EPAS1, EPB41, EPB41L3, EPB41L5, EPHA3, EPHB1, EPHB2, EPHB3, EPHB4, EPHB6, ERAP1, ERBB2, ERBB4, ERF, ERG, ERMAP, ESR1, ESRRB, ESYT2, ETNK1, ETS2, ETV6, EXTL2, EZR, FABP2, FAM162A, FANCA, FAS, FAT1, FBXL17, FERMT2, FES, FEZF1, FGFR1, FIS1, FKBP8, FKRP, FLI1, FLNA, FLNB, FLNC, FLRT3, FLT3LG, FLT4, FMO5, FNDC3A, FOS, FOSB, FOXC1, FOXO1, FOXO3, FOXO4, FOXP3, G6PD, GABRA5, GAPDH, GBA2, GDAP1, GDI2, GFRA3, GHR, GJA1, GLI1, GLI2, GLI3, GMEB2, GNA13, GNAI2, GNAS, GNAT1, GOLGB1, GOLT1A, GOLT1B, GOSR1, GOSR2, GPAA1, GPC1, GPER1, GPHN, GPI, GPR20, GPR63, GPRC5B, GRAMD1A, GYPA, HAUS7, HGFAC, HIF1A, HIF3A, HINT1, HIVEP1, HMBOX1, HMGA1, HMGCS1, HMOX1, HNF4G, HNRNPU, HOMEZ, HORMAD2, HOXB5, HOXB7, HOXC11, HOXC6, HOXD10, HRH1, HSF1, HSFY1, HSP90AB1, HSPA5, HSPB1, HSPB9, HSPD1, HTRA2, HUWE1, HYAL2, ID2, IFI30, IFITM5, IGF2BP1, IGF2BP3, IKBKB, IKZF1, IKZF3, IL10RA, IL1RL1, IL2RB, IL2RG, IL7R, ILDR1, ILK, INPP4A, IQGAP1, IQGAP3, IRAK2, IRAK4, IRF1, IRF2, IRF3, IRF4, IRF5, IRF6, IRF7, IRF8, IRF9, ITGAV, ITSN1, KCNA1, KCNA6, KCNN4, KCNS3, KDM5B, KEL, KIDINS220, KIF20B, KIF2C, KLF11, KLF12, KLF4, KLF6, KLF7, KLF8, KLF9, KMO, KMT2A, LAMP1, LAPTM5, LAX1, LCK, LDHC, LGALS1, LGALS4, LNPEP, LRBA, LRRC25, LRRFIP1, LSAMP, LST1, LYN, MADD, MAGEA10, MAGEA11, MAGEC2, MAGED1, MALT1, MAN1A1, MAP2K1, MAP4, MAPRE1, MAS1L, MCL1, MCTP2, MEF2A, MEF2B, MEF2C, MFN2, MLC1, MLNR, MLX, MLXIPL, MMP14, MMP3, MNX1, MPV17, MSN, MSX2, MTA1, MTTP, MUC13, MXD1, MXI1, MYB, MYBL2, MYF6, MYH9, MYLK, MYO1C, MYRF, MYT1, NBEA, NCAM1, NCKAP1, NCKAP1L, NDRG4, NF1, NF2, NFAT5, NFATC1, NFATC2, NFATC3, NFATC4, NFE2L2, NFKB1, NFKB2, NFKBIA, NFKBIB, NFKBIE, NFX1, NGFR, NISCH, NLRP4, NMBR, NMT1, NMT2, NOD1, NOS1, NOS3, NOTCH1, NOTCH3, NOTCH4, NPAS2, NPAS4, NPEPPS, NR1H2, NR1H3, NR1I3, NR2F1, NR2F2, NR3C1, NR3C2, NR4A1, NR5A1, NRF1, NRL, NRP1, NSL1, NT5C3A, NT5E, NTRK2, NUF2, NXF2, NXF2B, OBSCN, OBSL1, ODF2, OGT, OPN1SW, OPRK1, OSBPL5, OSBPL8, OSR1, OSTM1, OTOF, P2RX5, P4HB, PAFAH1B2, PAK1, PAOX, PARM1, PARP16, PARVA, PARVB, PAX6, PBXIP1, PDE3A, PDE3B, PDE4A, PDE4B, PDE4D, PDGFC, PDLIM5, PDPN, PDX1, PDZD11, PEMT, PEX11B, PEX13, PEX2, PGR, PHKA2, PHLDB2, PIK3AP1, PIK3C2G, PIK3CA, PIK3CB, PIK3CD, PKD2, PKD2L1, PKHD1L1, PKM, PLA2G4F, PLAG1, PLEKHA5, PLSCR1, PLXNA1, PNPLA2, PNPLA6, POGZ, POMT2, POU1F1, POU2F3, POU5F1, POU5F1B, PPARG, PPFIA2, PPFIA3, PPFIA4, PPFIBP1, PPP1R12B, PPP1R13L, PPP2CA, PPP4C, PRF1, PRKCA, PRKD1, PRKG1, PRKG2, PRM1, PROX1, PRRX1, PRSS55, PTGIR, PTK2, PTK2B, PTK6, PTPN1, PTPN12, PTPN13, PTPN2, PTPN3, PTPN4, PTPN5, PTPN7, PTPRH, PTPRR, PTPRS, RAB13, RAB14, RAPGEF4, RARA, RASA2, RCE1, RCOR3, RDH14, REL, RELA, RELB, REST, RFXANK, RGS22, RGS6, RHEB, RHOXF1, RIT2, RND1, RNF128, RNF13, RNF144B, RNF167, RNF19A, RNF19B, RNF217, RPAP2, RPL7A, RPLP0, RPN1, RRM2B, RRP12, RUNX2, RUNX3, RXRA, RXRB, S100A9, SAMD8, SCNN1A, SEC61B, SEC61G, SERP1, SERPINB13, SERPINE2, SFRP1, SHH, SIGLEC6, SIGMAR1, SIX5, SLC12A3, SLC13A5, SLC16A13, SLC16A7, SLC17A5, SLC22A16, SLC22A5, SLC22A7, SLC25A20, SLC26A6, SLC27A2, SLC2A1, SLC2A10, SLC2A4, SLC34A1, SLC35F6, SLC40A1, SLC44A1, SLC7A14, SLC7A5, SMAD1, SMAD2, SMAD3, SMAD4, SMAD5, SMAD6, SMAD7, SMAD9, SMG1, SNAI1, SNCA, SNX14, SNX3, SNX9, SORBS1, SORCS2, SORT1, SOX2, SOX30, SP3, SP4, SP6, SPAG1, SPAG9, SPG11, SPR, SPRED1, SPRED2, SPRY4, SPTB, SPTBN5, SRC, SREBF1, SREBF2, SRR, SSTR2, STAB2, STARD3, STAT1, STAT2, STAT3, STAT4, STAT5A, STAT5B, STAT6, STEAP2, STX10, STX16, STX17, STX1A, STX1B, STX4, STX5, STX6, SURF4, SYNJ2, SYS1, SYT6, SYT7, TACSTD2, TAOK2, TAPT1, TBC1D30, TCF25, TCF7L1, TEAD2, TES, TEX264, TFAM, TFAP2C, TFCP2, TFDP1, TFE3, TFEB, TFEC, TGFBR2, TGM2, THAP11, THAP4, THEM4, THRA, THSD1, TMCC1, TMEM134, TMEM216, TMEM87A, TMEM87B, TMEM88, TNFRSF10A, TNFRSF11A, TNFRSF25, TNFSF13, TOLLIP, TOX3, TP53, TP73, TPCN2, TPM1, TPPP2, TPT1, TPTE, TRDN, TREML1, TRERF1, TREX1, TRIP6, TRPM4, TSC22D1, TSC22D3, TSPAN15, TSPO, UBA1, UBA5, UBB, UBP1, UBR2, UCHL1, ULBP1, USH1C, USP14, USP19, USP30, VAMP1, VAMP2, VAMP3, VAMP8, VAPA, VDR, VEZT, VPS13A, VTI1A, VTI1B, WDR81, WLS, WT1, WWC1, WWP1, YBX1, YBX3, YES1, ZAP70, ZBED3, ZBTB14, ZBTB16, ZBTB21, ZBTB33, ZBTB49, ZC3H4, ZC3HAV1, ZDHHC8, ZEB1, ZEB2, ZFAND6, ZFAT, ZHX2, ZNF146, ZNF175, ZNF232, ZNF260, ZNF268, ZNF322, ZNF34, ZNF354A, ZNF397, ZNF436, ZNF438, ZNF480, ZNF540, ZNF641, ZNF687, ZNF746",-0.7755467355250485,-0.7276210269572709,-0.6456606959264047,0.0939622082610594,0.08378726425171946,0.17430483925251042,0.14007433080591003,0.11716700839109338,0.3185048258138853
GO:0005834:heterotrimeric G-protein complex,"GNA11, GNA13, GNA14, GNA15, GNAI1, GNAI2, GNAL, GNAO1, GNAQ, GNAS, GNAT1, GNAT2, GNAT3, GNAZ, GNG2, GNGT2",-0.10551619964097611,0.1984953168888269,0.3467189538357884,0.07853347857158113,0.16694436398810342,0.3691194037592143,0.13139277424016102,0.24238823716310656,0.5265633447678838
GO:0005840:ribosome,"CALR, NR0B1, RPL7A, RRBP1, SERP1",-0.7470148394850481,-1.0092822875500453,-0.7010635131857181,0.17151278629895922,0.009796221575945367,0.361476828991408,0.21224854599749116,0.02124382812215848,0.4541978774225216
GO:0005847:mRNA cleavage and polyadenylation specificity factor complex,WDR33,0.482201818445425,0.362093236938002,-0.0858655616214763,9.04999536611713e-08,5.19015042046231e-08,0.571039969240428,5.68663127032955e-07,2.25690206923783e-07,1.0
GO:0005856:cytoskeleton,"AKAP4, ANK1, ANK2, ARL6IP5, CABYR, CALD1, CCDC110, CDC42SE1, CKAP4, CR1, DAG1, DYRK4, EDA, EPB41, EPB41L3, EPB41L5, EVC2, FAAH, FLNC, FRMD3, GPHN, GRIN2B, HINT1, HSPB1, HTRA2, KCNC3, KITLG, LRRFIP1, MACF1, MARCKSL1, MARVELD1, MPP2, MPZL2, MSN, NF2, NOS1, NOS3, NR1I3, P4HB, PARVG, PTK2, PTK2B, PTPN13, PTPN3, PTPN4, RNF128, S100A9, SGCA, SGCB, SGCD, SGCG, SLC30A9, SNTB1, SPAG4, SSX1, STOM, SYNE1, SYNJ2, TENM1, TMEM216, TPM1, TRIP6, USH1C",-1.1305994348844217,-0.9918994585728069,-0.9274886860975152,0.03565094955014985,0.06595547507883935,0.18505099550143733,0.06293513137146667,0.09385714290320925,0.3134077968262579
GO:0005862:muscle thin filament tropomyosin,TPM1,-3.83666650148989,-3.89306361417378,-4.70484872490596,3.02701016903924e-26,3.08237908499362e-113,3.34065779328746e-08,1.74046843461676e-24,3.06988444120266e-110,1.08767371339767e-06
GO:0005865:striated muscle thin filament,ACTL8,4.18785946450272,4.15732419013334,3.57578043540801,1.23646012549197e-12,4.2793671862965494e-11,0.0002077311120897,1.4469385350202199e-11,2.41230186053484e-10,0.0020520345934434
GO:0005871:kinesin complex,"KIF20B, KIF2C",2.964808019403725,2.605643792232105,2.816569249373765,5.8170476730716004e-18,1.013398315076705e-10,5.02008886966445e-06,1.24926530562273e-16,5.43202923851735e-10,7.942848695820001e-05
GO:0005874:microtubule,"DCTN1, EMD, EML2, IQGAP1, JAKMIP1, KIF20B, KIF2C, MACF1, MAP4, MAPRE1, MID2, MTA1, MTUS1, ODF2, PBXIP1, ROR2, SPAG17, SPAG6, STIM1, TPPP2",-0.3930767811314955,-0.3569080320921807,-0.18647771978480313,0.0634983838016863,0.007656029320774412,0.06387906299898641,0.0992608584209544,0.015151017825897879,0.1488364541367931
GO:0005875:microtubule associated complex,"DCTN1, EML2, LRP8, MAP4, SPTBN5",0.015563195980965347,0.2703858754052813,0.22223623259285752,0.08298450692133848,0.13614822688531286,0.13612621051864218,0.13226856310848004,0.18164018475215118,0.2809422838339683
GO:0005876:spindle microtubule,"CALM3, RMDN3",-0.27071306516278365,-0.30865097678811054,-0.5011682945679744,0.05388314255277993,0.2777111593190579,0.33082837403543036,0.11948477221504679,0.33333333727083697,0.3363635905106268
GO:0005879:axonemal microtubule,SPAG8,-1.23122736246872,-0.509037415310761,-1.13208343098258,7.830643663058099e-13,0.0001918124304667,0.0006393794476182,9.436873142172409e-12,0.0005769579702525,0.0052128985219466
GO:0005881:cytoplasmic microtubule,"CLMP, CYLD, KIF2C, MAPRE1, REEP1, REEP2, REEP3, REEP4, SCTR, SERP1, SNPH, SRPRB, TPT1, TRPV4",-0.13205788343238078,-0.09271359179808497,-0.12674961883969915,0.10997720302379291,0.059322203115379474,0.11168157944292084,0.17388677238183528,0.06732004558772876,0.23814760651178637
GO:0005882:intermediate filament,"ADORA2A, BFSP1, GJA1, HLA-DRB1, MACF1, RTN2, SLC1A4",-0.5893678829968939,-0.4567638840931255,-0.41876202466254037,0.06401352546109933,0.18367948370944007,0.22319142726734567,0.11879982039213344,0.22931866920083815,0.36082472745493055
GO:0005883:neurofilament,"CLDN11, HTR2A, NRP1",-2.3799246331667416,-1.6860988900966143,-1.5063094496937728,7.78774741442032e-05,0.20796214564219806,0.26753197740515217,0.0002886212096552269,0.30007173437794243,0.3572540018327705
GO:0005884:actin filament,"ACTL8, ACTN1, AMOT, EZR, FLNA, GDPD2, GJB6, IQGAP1, PAK1, POTEE, RHOQ, SRC, TEK, TPM1, YES1",-1.3735948803238833,-1.0323615823918688,-1.31361867158996,0.004444286646989163,0.00026724757747309384,0.05266774239765272,0.01056574428683971,0.0007252639193216895,0.1406877962551198
